Listing ID,Title,Description,Price,Sq Ft Price,Summary
cardid71248137,4 BHK Apartment for Sale in Koyambedu Chennai,Null,₹ 3.90 Cr,"₹14,223 per sqft",CARPET AREA 1860 sqft STATUS Ready to Move FLOOR 12 out of 24 TRANSACTION Resale FURNISHING Unfurnished FACING South
cardid71555901,3 BHK Apartment for Sale in Nungambakkam Chennai,Null,₹ 6.51 Cr,"₹20,732 per sqft",CARPET AREA 3135 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid72453457,Plot/Land for Sale in Kalankatur Chennai,Null,₹ 15.5 Lac,₹646 per sqft,PLOT AREA 2400 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid72887489,Plot/Land for Sale in Thazhambur Chennai,Null,₹ 1.01 Cr,₹333 per sqft,PLOT AREA 30380 sqft DIMENSIONS (L X B) 225 X 135 TRANSACTION Resale
cardid69229929,Plot/Land for Sale in Padapai Chennai,Null,₹ 20 Lac,"₹2,500 per sqft",PLOT AREA 800 sqft TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 3 BOUNDARY No
cardid73525425,Plot/Land for Sale in Guduvancherry Chennai,Null,₹ 15.5 Lac,₹287 per sqft,"PLOT AREA 5400 sqft OWNERSHIP Freehold TRANSACTION New Property OVERLOOKING Main Road, Garden/Park"
cardid69892045,3 BHK Apartment for Sale in T Nagar Chennai,Null,₹ 3.55 Cr,"₹23,401 per sqft",CARPET AREA 1300 sqft UNDER CONSTRUCTION Poss. by Dec '24 FLOOR 1 out of 5
cardid73446875,2 BHK Apartment for Sale in Chintadripet Chennai,Null,₹ 1.25 Cr,"₹14,706 per sqft",CARPET AREA 820 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 2
cardid74295193,2 BHK Apartment for Sale in Pammal Chennai,Null,₹ 84 Lac,"₹6,942 per sqft",SUPER AREA 1210 sqft STATUS Ready to Move FLOOR 3 out of 3 TRANSACTION Resale FURNISHING Unfurnished FACING North
cardid74334891,Plot/Land for Sale in Chitlapakkam Chennai,Null,₹ 2.60 Cr,"₹7,324 per sqft",PLOT AREA 3550 sqft OWNERSHIP Freehold TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 3 OPEN SIDES 2 WIDTH OF ROAD FACING THE PLOT 3 m
cardid74324043,2 BHK Apartment for Sale in Saligramam Chennai,Null,₹ 90 Lac,"₹10,356 per sqft",SUPER AREA 869 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid66922227,Plot/Land for Sale in Kolathur Chennai,Null,₹ 1.20 Cr,"₹6,250 per sqft",PLOT AREA 1920 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid74346235,3 BHK Villa for Sale in Kundrathur Chennai,Null,₹ 95 Lac,"₹5,938 per sqft",CARPET AREA 1600 sqft UNDER CONSTRUCTION Poss. by Nov '24 TRANSACTION Resale FURNISHING Unfurnished FACING North DIMENSIONS 45 X 20 ft Sqft
cardid72260769,3 BHK Villa for Sale in Kolapakkam Chennai,Null,₹ 1.50 Cr,"₹6,250 per sqft",CARPET AREA 1800 sqft UNDER CONSTRUCTION Poss. by Aug '25 TRANSACTION Resale
cardid73695531,1 BHK Apartment for Sale in Mogappair West Ambattur Industrial Estate Chennai,Null,₹ 38 Lac,"₹6,129 per sqft",CARPET AREA 410 sqft STATUS Ready to Move FLOOR 8 out of 14
cardid73248529,3 BHK House for Sale in Arjun Nagar Chennai,Null,₹ 1.65 Cr,"₹12,692 per sqft",CARPET AREA 900 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid74267273,2 BHK Apartment for Sale in Mogappair West Ambattur Industrial Estate Chennai,Semi furnished Smart 3BHK available from September 2024.,₹ 1.01 Cr,"₹7,897 per sqft",CARPET AREA 839 sqft UNDER CONSTRUCTION Poss. by Sep '24 FLOOR 1 out of 6
cardid64808367,Plot/Land for Sale in Kelambakkam Chennai,Null,₹ 65 Lac,"₹2,708 per sqft",PLOT AREA 2400 sqft DIMENSIONS (L X B) 60 X 40 OWNERSHIP Freehold
cardid73866201,2 BHK Villa for Sale in Veppampattu Chennai,Null,₹ 37 Lac,"₹3,700 per sqft",CARPET AREA 900 sqft STATUS Ready to Move TRANSACTION New Property
cardid73737573,3 BHK Apartment for Sale in Perungalathur Chennai,"The Gateway IT Campus Has Companies Like Accenture, CSS, Sutherland, Navitas LLP And More",₹ 1.35 Cr,"₹6,900 per sqft",CARPET AREA 1560 sqft STATUS Ready to Move FLOOR 1 out of 13
cardid71119373,Plot/Land for Sale in Ottiambakkam Chennai,Null,₹ 61.3 Lac,"₹2,800 per sqft",PLOT AREA 2188 sqft DIMENSIONS (L X B) 62 X 35.29 OWNERSHIP Freehold
cardid45752507,Plot/Land for Sale in Morai Chennai,Null,₹ 26 Lac,"₹1,047 per sqft",PLOT AREA 2484 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid73988345,3 BHK Builder Floor for Sale in Kamaraj Nagar Thiruvanmiyur Chennai,Null,₹ 2.70 Cr,"₹14,958 per sqft",SUPER AREA 1805 sqft UNDER CONSTRUCTION Poss. by Oct '24 FLOOR 1 out of 3
cardid73866313,Plot/Land for Sale in Kelambakkam Chennai,Null,₹ 13.9 Lac,"₹2,216 per sqft",PLOT AREA 625 sqft DIMENSIONS (L X B) 25 X 25 OWNERSHIP Freehold
cardid71327221,4 BHK House for Sale in Kolathur Chennai,Null,₹ 1.60 Cr,"₹6,154 per sqft",CARPET AREA 1500 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid71635901,3 BHK Villa for Sale in Lakshmi Nagar Gerugambakkam Chennai,Null,₹ 1.55 Cr,"₹7,203 per sqft",CARPET AREA 1952 sqft STATUS Ready to Move TRANSACTION Resale FURNISHING Semi-Furnished FACING East OVERLOOKING Garden/Park
cardid73237425,3 BHK Apartment for Sale in Thiruvanmiyur Chennai,Null,₹ 2.10 Cr,"₹9,211 per sqft",CARPET AREA 1780 sqft STATUS Ready to Move FLOOR 3 out of 3
cardid73183961,3 BHK Apartment for Sale in Saidapet Chennai,Null,₹ 1.35 Cr,"₹11,698 per sqft",CARPET AREA 954 sqft STATUS Ready to Move FLOOR 3 out of 4 TRANSACTION Resale FURNISHING Semi-Furnished FACING South - East
cardid73756575,3 BHK Builder Floor for Sale in Koyambedu Chennai,Null,₹ 1.43 Cr,"₹10,000 per sqft",CARPET AREA 1300 sqft STATUS Ready to Move FLOOR 1 out of 5
cardid73749427,Plot/Land for Sale in 200ft radial road pallavaram Chennai,Null,₹ 1.05 Cr,"₹8,750 per sqft",PLOT AREA 1200 sqft DIMENSIONS (L X B) 33 X 37 OWNERSHIP Freehold
cardid73425543,1 BHK Apartment for Sale in Perumbakkam Chennai,Null,₹ 32 Lac,"₹4,848 per sqft",CARPET AREA 560 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid73871157,3 BHK Apartment for Sale in Medavakkam Chennai,Null,₹ 1.10 Cr,"₹7,534 per sqft",CARPET AREA 1360 sqft STATUS Ready to Move FLOOR 11 out of 14 TRANSACTION Resale FURNISHING Semi-Furnished FACING East
cardid70261173,2 BHK Apartment for Sale in Navalur Chennai,Null,₹ 63 Lac,"₹6,402 per sqft",SUPER AREA 984 sqft STATUS Ready to Move FLOOR 7 out of 14
cardid73697251,3 BHK House for Sale in Ashok Nagar Chennai,Null,₹ 3 Cr,"₹27,473 per sqft",SUPER AREA 1092 sqft STATUS Ready to Move TRANSACTION Resale
cardid72018619,Plot/Land for Sale in Injambakkam Chennai,Null,₹ 97.5 Lac,"₹8,478 per sqft",PLOT AREA 1150 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid73252327,2 BHK Apartment for Sale in Koyambedu Chennai,Null,₹ 1.10 Cr,"₹10,547 per sqft",CARPET AREA 920 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid73977009,Plot/Land for Sale in Manimangalam Chennai,Null,₹ 33 Lac,"₹2,144 per sqft",PLOT AREA 1539 sqft DIMENSIONS (L X B) 46.64 X 33 OWNERSHIP Freehold
cardid73121341,3 BHK Builder Floor for Sale in Madipakkam Chennai,Null,₹ 69.5 Lac,"₹6,847 per sqft",CARPET AREA 915 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid73475533,Plot/Land for Sale in Perungalathur Chennai,Null,₹ 52.9 Lac,"₹5,500 per sqft",PLOT AREA 962 sqft OWNERSHIP Power Of Attorney TRANSACTION Resale
cardid21862017,3 BHK Builder Floor for Sale in Perumbakkam Chennai,Null,₹ 57 Lac,"₹4,806 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid71508787,6 BHK House for Sale in Padur Chennai,Null,₹ 10.50 Cr,"₹17,500 per sqft",CARPET AREA 5000 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid68234785,3 BHK House for Sale in Kovur Chennai,Null,₹ 70 Lac,"₹6,364 per sqft",CARPET AREA 650 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid72314871,3 BHK Villa for Sale in Kandigai Chennai,Null,₹ 76.9 Lac,"₹4,718 per sqft",CARPET AREA 1430 sqft STATUS Ready to Move TRANSACTION Resale
cardid69842601,3 BHK Apartment for Sale in Maduravoyal Chennai,Null,₹ 67 Lac,"₹4,662 per sqft",CARPET AREA 1250 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid65341557,3 BHK Apartment for Sale in Vyasarpadi Chennai,Null,₹ 78 Lac,"₹6,118 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid73326353,3 BHK Apartment for Sale in Rayala Nagar Chennai,Null,₹ 1.11 Cr,"₹9,200 per sqft","CARPET AREA 930 sqft STATUS Ready to Move FLOOR 1 out of 3 TRANSACTION New Property FURNISHING Unfurnished OVERLOOKING Main Road, Garden/Park"
cardid69177255,2 BHK Apartment for Sale in Manapakkam Chennai,Null,₹ 69.1 Lac,"₹7,500 per sqft",SUPER AREA 921 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid74338163,4 BHK Apartment for Sale in Chennai Chennai,Null,₹ 8 Cr,"₹20,253 per sqft",CARPET AREA 4627 sqft STATUS Ready to Move FLOOR 3 out of 5
cardid28723015,Plot/Land for Sale in Paiyanur Chennai,Null,₹ 1.40 Cr,"₹1,692 per sqft",PLOT AREA 8275 sqft DIMENSIONS (L X B) 5.63 X 1469 TRANSACTION Resale
cardid74191339,Plot/Land for Sale in Iyyappanthangal Chennai,Null,₹ 1.35 Cr,"₹1,191 per sqft",PLOT AREA 11330 sqft TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 3
cardid72961883,2 BHK Apartment for Sale in Urapakkam Chennai,Null,₹ 68 Lac,"₹6,379 per sqft",CARPET AREA 966 sqft STATUS Ready to Move FLOOR 4 out of 4 TRANSACTION Resale FURNISHING Unfurnished FACING North - West
cardid72955861,1 BHK Apartment for Sale in Mogappair Chennai,Null,₹ 45 Lac,"₹7,258 per sqft",CARPET AREA 420 sqft STATUS Ready to Move FLOOR 6 out of 18
cardid70034931,2 BHK Apartment for Sale in Selaiyur Chennai,Null,₹ 41 Lac,"₹5,430 per sqft",CARPET AREA 655 sqft STATUS Ready to Move FLOOR 2 out of 2 TRANSACTION Resale FURNISHING Semi-Furnished FACING East
cardid73329677,2 BHK Builder Floor for Sale in Balaji Nagar Perungalathur Chennai,Null,₹ 49 Lac,"₹4,748 per sqft",CARPET AREA 932 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid62592789,2 BHK Villa for Sale in Veppampattu Chennai,Null,₹ 31 Lac,"₹3,100 per sqft",SUPER AREA 1000 sqft STATUS Ready to Move TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 2
cardid73492769,3 BHK House for Sale in Kanchuma Puram Chennai,Null,₹ 75 Lac,"₹5,180 per sqft",SUPER AREA 1448 sqft STATUS Ready to Move FLOOR Ground out of 2 TRANSACTION Resale FURNISHING Unfurnished BATHROOM 2
cardid45685545,3 BHK Apartment for Sale in Chromepet Chennai,"Experience the epitome of luxury, comfort, and convenience at Amarprakash The Royal Castle, situated in the vibrant neighborhood of Chromepet, Chennai. We take immense pleasure in presenting a magnificent 3 BHK flat for sale that is sure to captivate your heart.::::::Property specifications::::::Situated on a prime corner location, this flat boasts a super area of 1202 sq ft and is located on the 1st floor of a 7-floor building. The flat comes semi-furnished, featuring wardrobes in one bedroom, a covered loft in the second bedroom, fans and lights in all rooms, an AC in one bedroom, and a living area with false ceiling ambient lighting and a TV cabinet. The flooring is elegantly done in vitrified tiles, adding a touch of elegance to the interiors. The flat is vaastu compliant and faces the East, ensuring positive energy flow throughout the space.::::::The flat comprises three bedrooms, with two attached bathrooms and one common bathroom for the entire flat. All bathrooms are western-style and equipped with geysers. There is also a balcony attached to the living room, offering a pleasant view of the neighboring block.::::::The living cum dining area is spacious and well-designed, providing ample space for relaxation and entertainment. The modular kitchen comes with a chimney and a piped gas connection for a hassle-free cooking experience. A utility area is attached to the kitchen, adding convenience to your daily chores.::::::Facilities::::::This flat comes with a covered car parking space for one vehicle. With a 24-hour water supply from both borewell and corporation sources, you can be assured of uninterrupted water availability. The flat also features 100% power backup facility with inverters, ensuring that you never face any power-related inconvenience. For added security, there is a security guard and CCTV cameras installed on the premises. The building is equipped with two lifts for easy access to all floors.::::::Residents of Amarprakash The Royal Castle have access to a range of amenities, including a jogging track, swimming pool, banquet hall, gymnasium, indoor games room, and outdoor badminton courts. All these facilities are designed to enhance your lifestyle and provide ample opportunities for leisure and recreation.::::::Locality::::::The location of this flat is highly convenient, with the landmark Thirumudivakkam nearby. Jain Public School is located within the compound, and Shree Shanti Vidyalaya is next door, making it convenient for families with children. In terms of healthcare, the complex houses an Apollo Mini Clinic, ensuring quick medical assistance when needed. Malls, supermarkets, banks, ATMs, and public transportation options such as buses and autos are easily accessible from the vicinity. Cub, SBI, and HDFC banks are all within walking distance, adding to the convenience of the location.",₹ 55 Lac,"₹4,576 per sqft",SUPER AREA 1202 sqft STATUS Ready to Move FLOOR 1 out of 7
cardid73376775,2 BHK Apartment for Sale in Anna Nagar West Chennai,Null,₹ 72 Lac,"₹10,315 per sqft",CARPET AREA 536 sqft STATUS Ready to Move FLOOR Ground out of 3
cardid71902367,3 BHK Apartment for Sale in Perungudi Chennai,"Luxury apartment in the World trade centre , heart of Chennai booming IT corridor. With top notch world class amenities",₹ 3.35 Cr,"₹18,407 per sqft",SUPER AREA 1820 sqft STATUS Ready to Move FLOOR 9 out of 26
cardid73314111,3 BHK Builder Floor for Sale in Chitlapakkam Chennai,Null,₹ 81.1 Lac,"₹6,500 per sqft",CARPET AREA 1145 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid71207229,3 BHK Apartment for Sale in Kelambakkam Chennai,"Get ready to embrace the beauty of Kelambakkam while staying connected to the vibrant city life at this meticulously crafted 3 BHK Flat available for sale in Vijay Shanthi Lotus Pond, Kelambakkam, Chennai. This beautifully designed apartment offers spacious interiors with contemporary finishes, ensuring a comfortable and elegant lifestyle for you and your family.::::::Property Specifications ::::::Vastu-Shastra friendly, this beautifully crafted flat occupies a super built-up area of 1157 sq ft. Being an east-facing property, you can experience the pleasant morning sunshine and enjoy a naturally cool ambience all day long. This semi-furnished flat situated on the 5th floor of an 8-floor building not only offers you maximum privacy but also a comfortable stay to enjoy with your loved ones. ::::::Speaking about the floor plan, there are 3 bedrooms and 3 western-style bathrooms, equipped with geysers, where 2 bathrooms are attached while the third bathroom is common, ensuring convenience for all. Along with a well-lit living cum dining area, creating a warm and inviting space for family gatherings and entertaining guests, there is also a pretty balcony which opens from the hall overlooking the play area. ::::::To make cooking enjoyable, the kitchen is equipped with covered cabinets, offering ample storage and a sleek, modern look. Additionally, there is a granite platform, a stainless steel sink, and a utility area to manage your household chores efficiently. The vitrified flooring throughout the flat adds a touch of sophistication and durability to the interiors.::::::Facilities ::::::At Vijay Shanthi Lotus Pond you can enjoy an amazing lifestyle with a bunch of modern facilities such as a covered parking space to protect your vehicle, 24-hour water supply and 100% power backup to ensure uninterrupted services. Along with 2 lifts, there is also a dedicated security guard and CCTV surveillance to avoid thefts and mishaps.::::::Locality ::::::Vijay Shanthi Lotus Pond is a wonderful residential property which lies in a beautiful locality with exceptional access to buses, cabs, taxis, and autos offering seamless connectivity to other parts of Chennai. Additionally, banks and ATM centers are situated nearby, providing easy access to financial services. ::::::You will also find a couple of famous schools at 1km-2km of short distance which is an added benefit. Right from several well-known hospitals, clinics, and nursing homes to prestigious shopping malls, and supermarkets are all within a 1-2 km radius.",₹ 46 Lac,"₹3,976 per sqft",SUPER AREA 1157 sqft STATUS Ready to Move FLOOR 5 out of 8
cardid73683407,3 BHK Apartment for Sale in Poonamallee Chennai,Null,₹ 3.50 Cr,"₹13,462 per sqft",CARPET AREA 1744 sqft STATUS Ready to Move FLOOR 4 out of 12
cardid71913749,2 BHK Apartment for Sale in Ayanambakkam Chennai,Null,₹ 50 Lac,"₹4,545 per sqft",CARPET AREA 900 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid72697515,3 BHK Villa for Sale in Thirumudivakkam Chennai,Null,₹ 1.45 Cr,"₹7,467 per sqft",SUPER AREA 1942 sqft STATUS Ready to Move TRANSACTION Resale
cardid46171427,Plot/Land for Sale in Pallikaranai Chennai,Null,₹ 73.5 Lac,"₹4,900 per sqft",PLOT AREA 1500 sqft DIMENSIONS (L X B) 50 X 30 OWNERSHIP Freehold
cardid71823537,2 BHK Apartment for Sale in Mel Ayanambakkam Kil Ayanambakkam Chennai,Null,₹ 59 Lac,"₹7,248 per sqft",CARPET AREA 814 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid73744887,3 BHK Apartment for Sale in Mogappair Chennai,Null,₹ 1.50 Cr,"₹10,204 per sqft",CARPET AREA 1270 sqft STATUS Ready to Move FLOOR 7 out of 7
cardid73426663,Plot/Land for Sale in Pinjivakkam Chennai,Null,₹ 7 Lac,₹707 per sqft,PLOT AREA 990 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid73727467,1 BHK Builder Floor for Sale in Kundrathur Chennai,Null,₹ 21 Lac,"₹7,000 per sqft",SUPER AREA 300 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid74257125,3 BHK House for Sale in Bhuvaneshwari Nagar Velachery Chennai,Null,₹ 2.25 Cr,"₹9,375 per sqft",SUPER AREA 2400 sqft STATUS Ready to Move TRANSACTION Resale
